Baseline 100%T,,Illy,,Mucilago,,Cafeina,,Ox,,Mi,,Ch,,Go,,Verde,,C2,,C1,,C3,,C4,,OFL1,,OFL2,,OFL3,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
822,41.05835724,822,47.10507202,822,68.80966187,822,97.74102783,822,53.1825943,822,56.32220459,822,52.54585648,822,55.43896484,822,80.06257629,822,60.4198761,822,91.24767303,822,65.5116806,822,48.20559692,822,118.7403564,822,121.7711487,822,42.40181732,
821,41.09730148,821,46.79885483,821,68.00811005,821,97.55555725,821,53.26311493,821,56.310009,821,52.67515182,821,55.59210205,821,79.77852631,821,61.15593338,821,90.62770081,821,65.45098877,821,48.3223877,821,118.9519272,821,121.5349884,821,42.13032532,
820,41.01053619,820,47.05470657,820,68.04102325,820,97.91838074,820,53.64877701,820,56.64476776,820,52.89946747,820,55.9120903,820,80.13790131,820,61.05851364,820,91.38697052,820,65.19664764,820,48.53541565,820,119.0111542,820,122.2304077,820,43.04029465,
819,41.03104019,819,47.21347809,819,68.30734253,819,97.24814606,819,53.33139801,819,56.6492424,819,52.80866623,819,56.00012589,819,80.36789703,819,61.22108841,819,91.23590851,819,65.49115753,819,48.52523041,819,119.4233551,819,122.0074158,819,42.44242096,
818,41.07487488,818,47.00147629,818,67.47061157,818,98.15991974,818,53.20436859,818,56.61820602,818,52.140522,818,55.45829391,818,79.96226501,818,60.73330688,818,91.11575317,818,65.5486908,818,48.58881378,818,119.0573807,818,122.2533112,818,41.69406509,
817,41.15723801,817,46.71056747,817,67.5604248,817,98.13481903,817,53.03245163,817,56.4356041,817,52.33308792,817,55.34911346,817,79.55999756,817,60.54982376,817,91.20223236,817,65.60460663,817,48.30862808,817,118.8520889,817,121.7799301,817,42.06780624,
816,41.17636871,816,47.06850052,816,67.5072937,816,97.64472198,816,52.77616501,816,56.39809418,816,52.30327988,816,55.36352539,816,79.17371368,816,60.79031372,816,90.81063843,816,65.55054474,816,48.23369217,816,118.9640656,816,122.0100861,816,41.99664688,
815,41.42279816,815,46.01917648,815,66.82969666,815,96.4721756,815,52.41858292,815,56.0232048,815,52.00943375,815,54.8963089,815,78.9175415,815,60.45525742,815,90.27559662,815,65.47897339,815,48.27952194,815,117.5187225,815,121.1048126,815,41.99961853,
814,41.18222427,814,46.50461197,814,67.80189514,814,98.03474426,814,52.56276703,814,56.26095581,814,52.53088379,814,55.31501007,814,79.21807098,814,60.59448624,814,92.04685211,814,65.56889343,814,48.96868896,814,118.9900742,814,121.8227615,814,42.13028717,
813,41.56886292,813,46.10154724,813,66.53460693,813,96.91798401,813,52.35744858,813,55.29292297,813,51.56519318,813,54.38484955,813,78.74626923,813,59.85192108,813,90.6675415,813,65.01823425,813,47.96702957,813,117.3672562,813,120.789978,813,42.43031693,
812,41.53727341,812,45.7986145,812,66.2637558,812,97.55253601,812,52.25463486,812,55.73160172,812,51.99646378,812,55.06159592,812,78.33893585,812,60.60851669,812,90.91452026,812,66.1333847,812,47.96201324,812,118.01474,812,120.9707489,812,41.46418762,
811,41.56982803,811,44.77381897,811,66.70317841,811,97.53710938,811,52.96819305,811,55.58387756,811,51.59082413,811,54.67818832,811,79.22637177,811,60.05920029,811,90.54998016,811,65.09204865,811,48.07194138,811,117.9132233,811,121.2643127,811,42.20196152,
810,41.64158249,810,45.87285995,810,66.40535736,810,96.84243774,810,51.77072906,810,54.95225143,810,51.5215683,810,54.46066284,810,78.94552612,810,60.39357758,810,90.7283783,810,65.3434906,810,47.61924362,810,117.6945343,810,120.5083389,810,42.33192062,
809,41.90417099,809,45.32440567,809,65.92735291,809,97.41273499,809,51.59182739,809,55.14467239,809,51.58354568,809,54.30938721,809,77.88326263,809,59.54325104,809,90.7702179,809,64.76900482,809,48.34298325,809,117.0734634,809,120.6257477,809,41.9723587,
808,41.66501617,808,45.57589722,808,65.94890594,808,98.0812912,808,51.59564209,808,55.10681915,808,51.60790253,808,54.74684143,808,78.78398895,808,60.10487747,808,90.66085052,808,65.03566742,808,48.89929962,808,117.9571609,808,121.1867371,808,42.43173981,
807,41.76593399,807,45.2907486,807,65.7692337,807,97.56429291,807,51.36698532,807,55.34972382,807,51.40514374,807,54.63693237,807,78.65084076,807,59.89642715,807,91.04847717,807,65.3493042,807,48.17564392,807,117.3702011,807,120.3325424,807,42.16667175,
806,41.65958023,806,45.66939926,806,66.33388519,806,98.13851166,806,52.20541382,806,55.52548599,806,52.14785385,806,55.29383469,806,78.28401184,806,59.92843628,806,91.38571167,806,65.99990845,806,48.28443909,806,118.3029022,806,121.1856689,806,42.01849365,
805,41.8951683,805,45.42140198,805,65.29051971,805,96.87214661,805,51.19095993,805,55.21910858,805,51.17647171,805,53.79136658,805,77.49245453,805,60.41125488,805,91.17938232,805,65.54749298,805,47.89289093,805,117.5324173,805,120.1402893,805,41.81956482,
804,42.00048828,804,45.28298569,804,65.17741394,804,97.32068634,804,50.94478226,804,54.87359619,804,51.03613663,804,54.2618866,804,78.08188629,804,59.66476822,804,90.70907593,804,65.02351379,804,48.42601013,804,117.4563675,804,120.5636292,804,42.19641876,
803,42.03126526,803,45.15984344,803,64.69407654,803,97.12625885,803,51.28756714,803,55.41965485,803,51.0171051,803,54.65175629,803,77.86912537,803,59.4959259,803,90.93868256,803,64.73054504,803,48.09518814,803,117.6488495,803,120.9030991,803,41.5886116,
802,42.05945969,802,45.23273849,802,64.95343781,802,98.71994019,802,50.82566833,802,55.17383957,802,51.04319,802,54.46388626,802,77.6905365,802,59.41819,802,91.17938232,802,65.22727203,802,48.06064224,802,116.7724152,802,120.3648224,802,42.41688919,
801,42.19859314,801,45.38198853,801,65.09035492,801,97.40406799,801,50.98758316,801,54.60782623,801,51.36232376,801,53.95789719,801,77.94776917,801,59.27360535,801,90.75286102,801,65.36430359,801,48.12800598,801,116.8203583,801,120.057785,801,41.99424362,
800,42.05677032,800,44.77851868,800,64.49978638,800,97.78871155,800,51.02610779,800,55.06445694,800,50.97795105,800,54.71020889,800,77.76540375,800,59.10332108,800,91.29697418,800,65.83748627,800,47.96311951,800,117.6244278,800,120.3321075,800,42.42258835,
799,41.97260666,799,37.84212875,799,63.42008209,799,102.852951,799,45.97103882,799,50.28588867,799,45.59677887,799,47.59968948,799,78.22068787,799,52.03164673,799,97.24525452,799,56.99956894,799,39.25576401,799,115.6361237,799,117.5092087,799,40.24959946,
798,41.99031067,798,37.82701111,798,63.43637848,798,102.7422943,798,45.96912384,798,50.21116638,798,45.64692688,798,47.56776047,798,78.31713867,798,52.04848099,798,97.24825287,798,56.91196823,798,39.24403763,798,114.6879425,798,117.6646271,798,40.29634476,
797,42.10680771,797,37.75930023,797,63.1674118,797,102.8040085,797,45.8887558,797,49.90407944,797,45.53877258,797,47.34249115,797,78.41001129,797,51.73041153,797,96.98245239,797,56.87357712,797,39.24892044,797,115.3839264,797,117.7217255,797,40.12428665,
796,42.18811798,796,37.57779694,796,62.92038727,796,102.3890533,796,45.75365829,796,49.90050125,796,45.35005569,796,47.32266235,796,77.85514832,796,51.72845078,796,96.89070129,796,56.93675995,796,39.11608124,796,114.8542862,796,117.3590317,796,40.30931854,
795,42.32844543,795,37.28775787,795,62.71731186,795,102.285347,795,45.4764328,795,49.62162399,795,45.27807999,795,47.10241699,795,77.67024231,795,51.58187866,795,96.78483582,795,56.8634491,795,39.1895256,795,115.3195724,795,117.1694183,795,40.19504929,
794,42.40373993,794,37.17765808,794,62.38774109,794,102.3286972,794,45.43498993,794,49.60179138,794,45.17387009,794,47.1352272,794,77.45681763,794,51.69330215,794,96.75697327,794,56.9456749,794,39.15418243,794,114.1748581,794,116.9650879,794,40.24595642,
793,42.28414536,793,37.17502213,793,62.58617783,793,102.7026749,793,45.70558548,793,49.54072952,793,45.32500076,793,47.31619263,793,77.67397308,793,51.7705307,793,97.31519318,793,57.15866852,793,39.33092499,793,115.4163513,793,117.295166,793,40.56791687,
792,42.48213196,792,37.08097458,792,62.20641708,792,102.5292969,792,45.20674515,792,49.30437851,792,44.96165085,792,46.85539627,792,77.19884491,792,51.45592499,792,97.05817413,792,57.10097504,792,39.20035172,792,115.5356674,792,116.9075928,792,40.1676712,
791,42.60605621,791,36.89255524,791,61.93068695,791,102.2444153,791,45.04381561,791,49.23441696,791,44.91489029,791,46.84571838,791,77.04599762,791,51.35213089,791,96.63191986,791,56.96800995,791,39.05396652,791,115.1491394,791,116.720047,791,40.194561,
790,42.54217529,790,36.93136978,790,62.04391861,790,102.3282852,790,45.05958939,790,49.2924881,790,44.98911667,790,46.93906784,790,76.95874023,790,51.47983551,790,96.99847412,790,57.34841156,790,39.3061142,790,114.6949081,790,117.2891006,790,40.23207474,
789,42.65711594,789,36.79141617,789,61.48435593,789,102.2947159,789,44.94652557,789,49.05461502,789,44.75473404,789,46.97619629,789,77.02068329,789,51.31724548,789,96.94630432,789,57.36651993,789,39.29887009,789,114.6479111,789,116.7984238,789,40.37389374,
788,42.82318878,788,36.45023346,788,61.3203125,788,101.9361954,788,44.67758179,788,48.80076599,788,44.57491684,788,46.61387634,788,76.61819458,788,51.37736893,788,96.26059723,788,57.41593933,788,39.20482254,788,114.6405563,788,116.319931,788,40.27183533,
787,42.83530807,787,36.56959152,787,61.14925003,787,102.1125641,787,44.59745407,787,48.91353226,787,44.57922363,787,46.7008667,787,76.62736511,787,51.23735809,787,96.65554047,787,57.37812042,787,39.32162094,787,114.565834,787,116.6737213,787,40.34453583,
786,42.86432266,786,36.41446686,786,60.90524292,786,102.3397598,786,44.64365768,786,49.00021744,786,44.62255859,786,46.59403229,786,76.42844391,786,51.07326508,786,96.88718414,786,57.55220795,786,39.40748978,786,114.6523972,786,116.7509232,786,40.31673813,
785,42.96605682,785,36.24816132,785,60.93014908,785,102.1991119,785,44.49851608,785,48.6850853,785,44.35043716,785,46.47727203,785,76.22116852,785,51.09351349,785,96.71041107,785,57.62537003,785,39.4474411,785,115.5534363,785,116.5224915,785,40.33222198,
784,43.14681244,784,36.04236984,784,60.60647964,784,101.9632797,784,44.29804611,784,48.55117035,784,44.16147995,784,46.33653641,784,75.84403992,784,50.86320496,784,96.26392365,784,57.623703,784,39.32721329,784,114.3326721,784,116.1470261,784,40.17274857,
783,43.10933685,783,35.9838829,783,60.64595413,783,102.1983948,783,44.28648758,783,48.55786514,783,44.35263443,783,46.34330368,783,75.88134766,783,51.03172684,783,96.47640991,783,57.7752533,783,39.50980759,783,115.4109802,783,116.4910431,783,40.24682999,
782,43.24825668,782,35.77723694,782,60.18931198,782,101.970932,782,44.08602905,782,48.40557098,782,44.14970398,782,46.26157379,782,75.6672821,782,50.84267807,782,96.39993286,782,58.00959396,782,39.49998474,782,114.5450134,782,116.0426025,782,40.31788635,
781,43.36071014,781,35.71260834,781,59.9690361,781,101.8930054,781,44.01852036,781,48.23989487,781,43.89570618,781,46.1852951,781,75.39944458,781,50.6763916,781,96.40533447,781,57.99552155,781,39.47276306,781,115.0479813,781,115.9767303,781,40.27262878,
780,43.37062073,780,35.56764603,780,59.96356583,780,101.8252869,780,43.86515808,780,48.21507263,780,44.19917679,780,46.1631279,780,75.53852081,780,50.75835419,780,96.5378418,780,58.19480896,780,39.63964462,780,114.3529205,780,116.0838394,780,40.28191376,
779,43.42293549,779,35.45981216,779,59.75842285,779,101.7938614,779,43.88515472,779,48.03349686,779,43.91028976,779,45.97478104,779,75.36505127,779,50.58442307,779,96.50848389,779,58.33798599,779,39.76317596,779,114.9827499,779,116.1176453,779,40.29125977,
778,43.60203171,778,35.28066635,778,59.44298935,778,101.6158676,778,43.76599884,778,47.98609161,778,43.80624771,778,45.99121094,778,75.08123779,778,50.53509521,778,96.11582184,778,58.33867264,778,39.61137009,778,114.5139008,778,115.5430908,778,40.27695847,
777,43.58890152,777,35.33132172,777,59.26076126,777,102.0338058,777,43.67045975,777,47.95580673,777,43.87459564,777,46.02702713,777,75.0812912,777,50.4997139,777,96.2443924,777,58.54125595,777,39.76573181,777,114.5739899,777,115.800766,777,40.42401123,
776,43.65854645,776,35.19697571,776,59.23590088,776,101.8068695,776,43.47438049,776,47.91020203,776,43.7286911,776,45.89770889,776,74.91954041,776,50.52620697,776,96.37375641,776,58.71970749,776,39.75177002,776,114.7637711,776,115.7336731,776,40.34341431,
775,43.76261139,775,34.94973373,775,58.90092087,775,101.7988892,775,43.34095764,775,47.80768967,775,43.64345551,775,45.90047455,775,74.72949982,775,50.50504303,775,96.26818085,775,58.79265594,775,39.80221558,775,114.2691879,775,115.5193329,775,40.35349655,
774,43.85402679,774,34.83868408,774,58.62393951,774,101.5824051,774,43.27873611,774,47.63354492,774,43.49414825,774,45.63905334,774,74.52630615,774,50.39029694,774,96.15364838,774,58.79240799,774,39.90084076,774,114.5907135,774,115.530098,774,40.40707779,
773,43.87218857,773,34.93164444,773,58.56236267,773,101.7337952,773,43.22259903,773,47.63346863,773,43.56601334,773,45.55126953,773,74.54851532,773,50.43157959,773,96.40992737,773,59.06306458,773,40.02724075,773,114.4632721,773,115.6448746,773,40.42317581,
772,43.98084259,772,34.63444519,772,58.41415024,772,101.5863037,772,42.99619675,772,47.38053513,772,43.46826172,772,45.52193069,772,74.24208832,772,50.20430756,772,96.23997498,772,59.21820831,772,40.03226089,772,114.3395309,772,115.3941269,772,40.4409256,
771,44.15681839,771,34.53026581,771,58.00922012,771,101.2451172,771,42.77784729,771,47.10128784,771,43.15221786,771,45.40781021,771,73.99771881,771,50.01522827,771,95.98983765,771,59.07919312,771,39.958004,771,113.9173126,771,114.9747238,771,40.34818268,
770,44.2361412,770,34.38544083,770,57.85240936,770,101.2485962,770,42.7370491,770,47.07486343,770,43.11998749,770,45.4173584,770,73.81362152,770,49.94040298,770,95.72451782,770,59.29250717,770,40.01714706,770,113.6731033,770,114.9218903,770,40.32007599,
769,44.30345535,769,34.34305954,769,57.64146423,769,101.2121582,769,42.48624039,769,47.11843872,769,42.93395996,769,45.1975441,769,73.75601196,769,49.99327087,769,95.66386414,769,59.49642181,769,40.20583344,769,114.042572,769,114.9722595,769,40.41832733,
768,44.34763336,768,34.15335846,768,57.50992203,768,101.2569046,768,42.60654831,768,46.90393066,768,42.99401474,768,45.30109787,768,73.59364319,768,49.7483902,768,96.03857422,768,59.53229141,768,40.18905258,768,114.0370712,768,114.8248901,768,40.33269882,
767,44.4003334,767,34.12472153,767,57.35676193,767,101.2099152,767,42.43473816,767,46.79584122,767,42.94874191,767,45.19589233,767,73.41577148,767,49.79634094,767,95.91701508,767,59.8241272,767,40.22987366,767,113.3850098,767,114.9928207,767,40.36061859,
766,44.46925735,766,34.05688858,766,57.1775856,766,101.2626266,766,42.34057236,766,46.70695496,766,42.79510498,766,45.14265823,766,73.27113342,766,49.73088837,766,95.93372345,766,59.88036346,766,40.39422226,766,113.4642944,766,114.9993057,766,40.50877762,
765,44.60056686,765,33.7963295,765,56.95782852,765,100.9995193,765,42.21385574,765,46.7047348,765,42.66321564,765,45.03376389,765,73.10617065,765,49.57590103,765,95.77390289,765,59.96899414,765,40.44286728,765,113.2733841,765,114.6403427,765,40.40894318,
764,44.68002701,764,33.74496841,764,56.79956055,764,101.0067368,764,42.09601212,764,46.53490067,764,42.58599854,764,44.97930527,764,72.82176208,764,49.5905304,764,95.51846313,764,60.24684143,764,40.384758,764,113.2054825,764,114.6212692,764,40.39421082,
763,44.66136551,763,33.80914307,763,56.64253235,763,101.2261658,763,42.03842163,763,46.54101563,763,42.66491699,763,44.91924286,763,72.91792297,763,49.67329025,763,95.8890152,763,60.44121933,763,40.54903412,763,113.8515015,763,114.6238937,763,40.45207214,
762,44.76198196,762,33.57970428,762,56.42713928,762,100.9189606,762,41.90158844,762,46.53941345,762,42.65417862,762,44.87562943,762,72.72422028,762,49.53996658,762,95.75128174,762,60.37067032,762,40.65808487,762,113.4308243,762,114.4340668,762,40.41917038,
761,44.70098877,761,33.65726471,761,56.60997009,761,101.3282318,761,42.00622177,761,46.43579102,761,42.54637146,761,44.95774841,761,72.66358185,761,49.62151337,761,95.74228668,761,60.79465866,761,40.77927399,761,113.7985077,761,114.8531799,761,40.5461235,
760,44.92133713,760,33.42350006,760,56.13411713,760,101.0072937,760,41.72267151,760,46.08812332,760,42.3299408,760,44.69804764,760,72.30993652,760,49.3036232,760,95.59043121,760,60.79137421,760,40.72079086,760,112.9312057,760,114.2519989,760,40.41262054,
759,44.98399734,759,33.3128624,759,55.8274765,759,100.9908218,759,41.68480301,759,46.19799423,759,42.24826813,759,44.62954712,759,72.14662933,759,49.32327652,759,95.61021423,759,60.91795731,759,40.84604263,759,113.330162,759,114.1870346,759,40.5044899,
758,45.03616714,758,33.09719086,758,55.77653122,758,100.8540878,758,41.46564484,758,46.10284424,758,42.27262878,758,44.62269974,758,72.1105423,758,49.28382111,758,95.56118774,758,61.19848633,758,40.83820724,758,113.322197,758,114.3543396,758,40.42007828,
757,45.13640594,757,33.06058502,757,55.56427383,757,100.8362656,757,41.34570313,757,45.89016342,757,42.13722229,757,44.48588943,757,71.78744507,757,49.13080215,757,95.4037323,757,61.32606888,757,40.95736313,757,113.0890579,757,114.0761948,757,40.44469833,
756,45.18650436,756,32.95075989,756,55.39641953,756,100.8381348,756,41.2700882,756,45.89273071,756,42.12667084,756,44.45677185,756,71.79410553,756,49.17704773,756,95.50465393,756,61.46017838,756,41.11858368,756,113.3501053,756,114.0818939,756,40.55035782,
755,45.33836365,755,32.79837036,755,55.09660721,755,100.697052,755,41.08946609,755,45.69137955,755,41.94084549,755,44.36383057,755,71.32592773,755,49.13056946,755,95.2294693,755,61.60125732,755,41.087677,755,112.7530365,755,113.8153915,755,40.38666916,
754,45.38890839,754,32.74747467,754,54.91576385,754,100.8817902,754,41.16352081,754,45.60395813,754,41.87426758,754,44.28237534,754,71.28376007,754,49.01883698,754,95.27082825,754,61.73453522,754,41.11217117,754,113.1241302,754,113.8914948,754,40.47405243,
753,45.42603302,753,32.63083267,753,54.66624451,753,100.7867355,753,41.01437378,753,45.5455246,753,41.82530212,753,44.27565765,753,71.17588043,753,48.93718338,753,95.21649933,753,61.92979813,753,41.26390839,753,112.9569397,753,113.6326447,753,40.44407272,
752,45.58089066,752,32.51862717,752,54.46805191,752,100.5474701,752,40.83076859,752,45.3443985,752,41.71089172,752,44.17881012,752,70.89931488,752,48.70908356,752,95.03005219,752,61.9789238,752,41.18593979,752,112.60009,752,113.4795914,752,40.45905304,
751,45.5700531,751,32.39570236,751,54.4634819,751,100.5801468,751,40.79699707,751,45.40036774,751,41.61642456,751,44.04614639,751,70.85929871,751,48.77430725,751,95.26863861,751,62.21784973,751,41.38208008,751,112.5419464,751,113.6244431,751,40.46166611,
750,45.658638,750,32.26111984,750,54.32416916,750,100.4219666,750,40.72158432,750,45.21897125,750,41.57390213,750,43.97777557,750,70.719841,750,48.7735672,750,95.12002563,750,62.42425919,750,41.38312531,750,112.5215073,750,113.4418488,750,40.51871109,
749,45.75465775,749,32.25566864,749,54.03647614,749,100.5123749,749,40.56575012,749,45.13451004,749,41.49894714,749,43.89313889,749,70.52801514,749,48.71870041,749,94.98026276,749,62.58737564,749,41.50164795,749,112.2816315,749,113.3037796,749,40.44264221,
748,45.83138275,748,32.06867981,748,53.77051163,748,100.2579803,748,40.45766449,748,45.06975937,748,41.41127014,748,43.88545609,748,70.38302612,748,48.68886185,748,94.99763489,748,62.73830032,748,41.55741501,748,112.4429321,748,113.2253494,748,40.47375107,
747,45.88199615,747,31.93558502,747,53.71432495,747,100.4140244,747,40.41440201,747,44.99454498,747,41.38999939,747,43.89255524,747,70.26487732,747,48.60770035,747,94.96273041,747,62.91724014,747,41.60733414,747,112.697197,747,113.2402191,747,40.38822174,
746,45.92768097,746,31.93772507,746,53.52616882,746,100.4644012,746,40.25218201,746,44.99557114,746,41.24900818,746,43.88250732,746,70.05300903,746,48.52910233,746,94.98001862,746,63.07839584,746,41.78451538,746,112.4313354,746,113.1154556,746,40.51947784,
745,45.95054245,745,31.81794548,745,53.33607101,745,100.5108109,745,40.24441147,745,44.9622345,745,41.29353333,745,43.81827164,745,69.96605682,745,48.52613068,745,94.98101807,745,63.31994629,745,41.84101105,745,112.4878998,745,113.2298813,745,40.53575897,
744,46.12394714,744,31.61805344,744,53.10217285,744,100.2131729,744,40.03509903,744,44.71034241,744,41.12749863,744,43.54030991,744,69.70298004,744,48.33435822,744,94.69895935,744,63.3506012,744,41.84234619,744,112.1605835,744,112.8697052,744,40.49014664,
743,46.15637207,743,31.63896179,743,52.96880722,743,100.3743134,743,40.02473831,743,44.66917038,743,41.0896759,743,43.57841873,743,69.48079681,743,48.43231201,743,94.76919556,743,63.62052155,743,41.93185043,743,112.163887,743,112.9109344,743,40.47486496,
742,46.2048378,742,31.54855156,742,52.79656601,742,100.3161469,742,39.8781662,742,44.647892,742,41.01802826,742,43.58879089,742,69.39497375,742,48.24708557,742,94.64678192,742,63.81467438,742,42.10424423,742,112.1442795,742,112.9852982,742,40.47723389,
741,46.28940201,741,31.39087868,741,52.58206177,741,100.0729828,741,39.77265167,741,44.48124695,741,40.93219376,741,43.46114731,741,69.11219788,741,48.20632553,741,94.64899445,741,63.90253448,741,42.17332077,741,112.418541,741,112.5713959,741,40.40090179,
740,46.34528732,740,31.32185364,740,52.36488724,740,100.1159058,740,39.71138382,740,44.34914017,740,40.9503479,740,43.44978714,740,69.03279114,740,48.22096252,740,94.61641693,740,64.14872742,740,42.19257736,740,112.1822128,740,112.7321472,740,40.51417542,
739,46.34722137,739,31.31577301,739,52.2891655,739,100.3194656,739,39.62765503,739,44.26390076,739,40.87806702,739,43.44473648,739,69.0941391,739,48.26146698,739,94.74520111,739,64.42092133,739,42.32405853,739,112.1712799,739,112.8172607,739,40.56352234,
738,46.45479584,738,31.07221794,738,52.04441452,738,100.074913,738,39.50710678,738,44.2693634,738,40.7953186,738,43.3361702,738,68.71398926,738,48.04863358,738,94.57630157,738,64.51676941,738,42.41512299,738,112.0500107,738,112.6338043,738,40.5085144,
737,46.51451874,737,31.05047035,737,51.91649628,737,100.0317917,737,39.44049835,737,44.19599152,737,40.65380859,737,43.33859253,737,68.5131073,737,48.1271286,737,94.43109131,737,64.69391632,737,42.50095367,737,112.1585159,737,112.5699539,737,40.56420135,
736,46.59233856,736,30.96621323,736,51.61634064,736,99.94140625,736,39.2800827,736,44.09085083,736,40.65258026,736,43.20839691,736,68.3522644,736,47.95505524,736,94.47586823,736,64.90289307,736,42.54184723,736,111.8055191,736,112.4610901,736,40.47578049,
735,46.68976212,735,30.80278397,735,51.44688034,735,99.80899048,735,39.20940781,735,43.9618721,735,40.51104355,735,43.11807632,735,68.1541214,735,47.9039917,735,94.52216339,735,65.08661652,735,42.66555786,735,112.044548,735,112.2456818,735,40.47851563,
734,46.68134689,734,30.75695038,734,51.28599548,734,99.94070435,734,39.18172073,734,43.86629105,734,40.52227402,734,43.14564133,734,68.04894257,734,47.82431793,734,94.55638123,734,65.26498413,734,42.79104614,734,112.063385,734,112.412056,734,40.51423645,
733,46.80504608,733,30.68029594,733,51.08569336,733,99.81531525,733,39.00917816,733,43.7121315,733,40.4292984,733,43.00138092,733,67.67022705,733,47.8300705,733,94.32698822,733,65.51313782,733,42.81772232,733,111.9568481,733,112.1377106,733,40.50556564,
732,46.82175827,732,30.59302521,732,50.87353134,732,99.89328003,732,38.96360779,732,43.65673828,732,40.44628906,732,42.94068527,732,67.80726624,732,47.86661148,732,94.40441132,732,65.65622711,732,42.97114944,732,112.1019516,732,112.1122208,732,40.50172806,
731,46.93538666,731,30.44455719,731,50.67695236,731,99.79555511,731,38.8445282,731,43.5237999,731,40.29661179,731,42.87501526,731,67.51179504,731,47.72544861,731,94.08850861,731,65.80007935,731,43.00514984,731,111.7868271,731,112.0026245,731,40.44722748,
730,46.99483871,730,30.38634109,730,50.51857376,730,99.72081757,730,38.7010498,730,43.57040024,730,40.20203781,730,42.82278061,730,67.3420639,730,47.67101288,730,94.17642212,730,66.03826141,730,43.09586716,730,111.8683472,730,111.862709,730,40.49892426,
729,47.03535843,729,30.22338676,729,50.37782669,729,99.63539886,729,38.65002823,729,43.45206833,729,40.11569595,729,42.73801422,729,67.16415405,729,47.56089401,729,94.18971252,729,66.2660675,729,43.22610092,729,111.7691498,729,111.9327164,729,40.55450439,
728,47.05942154,728,30.25467682,728,50.19852066,728,99.69295502,728,38.56733322,728,43.40868378,728,40.1090126,728,42.79597855,728,67.04947662,728,47.56642914,728,94.13900757,728,66.44338989,728,43.38738251,728,111.7187119,728,111.9181976,728,40.54721451,
727,47.174366,727,30.10929489,727,49.97976303,727,99.58455658,727,38.40159607,727,43.19222641,727,39.96488571,727,42.62517929,727,66.82348633,727,47.45650101,727,93.98935699,727,66.7142334,727,43.35279465,727,111.6733398,727,111.6639023,727,40.48967361,
726,47.26154709,726,29.97515106,726,49.78435516,726,99.54397583,726,38.39053726,726,43.15284729,726,39.86487579,726,42.59444809,726,66.55220795,726,47.34049606,726,94.01689911,726,66.77593231,726,43.51258469,726,111.4144287,726,111.5385437,726,40.4924202,
725,47.31722641,725,29.89637756,725,49.63596344,725,99.45599365,725,38.3332634,725,43.09903717,725,39.86524963,725,42.50762939,725,66.38291168,725,47.40373611,725,93.89173126,725,67.00811005,725,43.54465103,725,111.508194,725,111.5744247,725,40.45089722,
724,47.34595871,724,29.84989548,724,49.46562576,724,99.42442322,724,38.20199203,724,42.94769287,724,39.81027985,724,42.48310471,724,66.30528259,724,47.30161285,724,93.90739441,724,67.28163147,724,43.60353088,724,111.4253387,724,111.5767593,724,40.45541763,
723,47.42417908,723,29.75451088,723,49.27373123,723,99.33491516,723,38.12158585,723,42.88499832,723,39.74069595,723,42.45713806,723,66.02206421,723,47.22424316,723,93.81455994,723,67.4548111,723,43.70132828,723,111.4896317,723,111.414505,723,40.48196411,
722,47.4656868,722,29.63001442,722,49.0677948,722,99.38789368,722,38.0149765,722,42.78070831,722,39.71583176,722,42.40937042,722,65.88027191,722,47.21605301,722,93.89478302,722,67.7024765,722,43.81521606,722,111.3763123,722,111.4072189,722,40.46341324,
721,47.52101517,721,29.51963615,721,48.92543411,721,99.37268829,721,37.89230728,721,42.69723129,721,39.60079956,721,42.2892952,721,65.70272827,721,47.16991806,721,93.75227356,721,67.88576508,721,43.95343399,721,111.3543854,721,111.2559662,721,40.45722961,
720,47.59423447,720,29.47721481,720,48.72901154,720,99.2676239,720,37.7898941,720,42.65526199,720,39.53418732,720,42.24483871,720,65.52279663,720,47.07484436,720,93.78714752,720,68.07966614,720,44.09543991,720,111.2104187,720,111.1793747,720,40.37795639,
719,47.60969162,719,29.38067245,719,48.60513306,719,99.35759735,719,37.75126266,719,42.58226776,719,39.52724457,719,42.27389908,719,65.38850403,719,47.08248901,719,93.7361908,719,68.36651611,719,44.16407394,719,111.2532654,719,111.246666,719,40.48594666,
718,47.64781189,718,29.30104446,718,48.37423706,718,99.30526733,718,37.70333099,718,42.5388298,718,39.50093079,718,42.17028427,718,65.14776611,718,47.09700775,718,93.69730377,718,68.58322906,718,44.26808929,718,111.2189865,718,111.3463745,718,40.50814056,
717,47.76482391,717,29.20944405,717,48.19139481,717,99.1567688,717,37.52420425,717,42.41120148,717,39.37161636,717,42.07247162,717,64.91403961,717,47.02085114,717,93.55524445,717,68.71625519,717,44.33298874,717,111.1041641,717,111.0305557,717,40.43466568,
